game,medal_type,country_name,game_location,game_season,game_year
athens-1896,BRONZE,Greece,Greece,Summer,1896
athens-1896,SILVER,Greece,Greece,Summer,1896
athens-1896,SILVER,Greece,Greece,Summer,1896
athens-1896,SILVER,Greece,Greece,Summer,1896
athens-1896,GOLD,Greece,Greece,Summer,1896
athens-1896,SILVER,Greece,Greece,Summer,1896
athens-1896,BRONZE,Greece,Greece,Summer,1896
athens-1896,SILVER,Greece,Greece,Summer,1896
athens-1896,GOLD,Greece,Greece,Summer,1896
athens-1896,SILVER,Greece,Greece,Summer,1896
athens-1896,BRONZE,Greece,Greece,Summer,1896
athens-1896,BRONZE,Greece,Greece,Summer,1896
athens-1896,GOLD,Greece,Greece,Summer,1896
athens-1896,SILVER,Greece,Greece,Summer,1896
athens-1896,BRONZE,Greece,Greece,Summer,1896
athens-1896,GOLD,Greece,Greece,Summer,1896
athens-1896,SILVER,Greece,Greece,Summer,1896
athens-1896,BRONZE,Greece,Greece,Summer,1896
athens-1896,GOLD,Greece,Greece,Summer,1896
athens-1896,SILVER,Greece,Greece,Summer,1896
athens-1896,SILVER,Greece,Greece,Summer,1896
athens-1896,BRONZE,Greece,Greece,Summer,1896
athens-1896,SILVER,Greece,Greece,Summer,1896
athens-1896,SILVER,Greece,Greece,Summer,1896
athens-1896,BRONZE,Greece,Greece,Summer,1896
athens-1896,BRONZE,Greece,Greece,Summer,1896
athens-1896,BRONZE,Greece,Greece,Summer,1896
athens-1896,BRONZE,Hungary,Greece,Summer,1896
athens-1896,BRONZE,Hungary,Greece,Summer,1896
athens-1896,SILVER,Hungary,Greece,Summer,1896
athens-1896,GOLD,Hungary,Greece,Summer,1896
athens-1896,GOLD,Hungary,Greece,Summer,1896
athens-1896,BRONZE,Hungary,Greece,Summer,1896
athens-1896,GOLD,MIX,Greece,Summer,1896
athens-1896,BRONZE,MIX,Greece,Summer,1896
athens-1896,SILVER,Switzerland,Greece,Summer,1896
athens-1896,SILVER,Switzerland,Greece,Summer,1896
athens-1896,GOLD,Switzerland,Greece,Summer,1896
athens-1896,BRONZE,United Kingdom,Greece,Summer,1896
athens-1896,SILVER,United Kingdom,Greece,Summer,1896
athens-1896,SILVER,United Kingdom,Greece,Summer,1896
athens-1896,BRONZE,United Kingdom,Greece,Summer,1896
athens-1896,GOLD,United Kingdom,Greece,Summer,1896
athens-1896,GOLD,United Kingdom,Greece,Summer,1896
athens-1896,SILVER,United Kingdom,Greece,Summer,1896
athens-1896,GOLD,United States,Greece,Summer,1896
athens-1896,BRONZE,United States,Greece,Summer,1896
athens-1896,SILVER,United States,Greece,Summer,1896
athens-1896,GOLD,United States,Greece,Summer,1896
athens-1896,GOLD,United States,Greece,Summer,1896
athens-1896,GOLD,United States,Greece,Summer,1896
athens-1896,SILVER,United States,Greece,Summer,1896
athens-1896,GOLD,United States,Greece,Summer,1896
athens-1896,SILVER,United States,Greece,Summer,1896
athens-1896,GOLD,United States,Greece,Summer,1896
athens-1896,GOLD,United States,Greece,Summer,1896
athens-1896,SILVER,United States,Greece,Summer,1896
athens-1896,BRONZE,United States,Greece,Summer,1896
athens-1896,GOLD,United States,Greece,Summer,1896
athens-1896,SILVER,United States,Greece,Summer,1896
athens-1896,GOLD,United States,Greece,Summer,1896
athens-1896,GOLD,United States,Greece,Summer,1896
athens-1896,SILVER,United States,Greece,Summer,1896
athens-1896,GOLD,United States,Greece,Summer,1896
paris-1900,BRONZE,Australia,France,Summer,1900
paris-1900,BRONZE,Australia,France,Summer,1900
paris-1900,BRONZE,Australia,France,Summer,1900
paris-1900,GOLD,Australia,France,Summer,1900
paris-1900,GOLD,Australia,France,Summer,1900
paris-1900,BRONZE,Austria,France,Summer,1900
paris-1900,BRONZE,Austria,France,Summer,1900
paris-1900,SILVER,Austria,France,Summer,1900
paris-1900,BRONZE,Austria,France,Summer,1900
paris-1900,SILVER,Austria,France,Summer,1900
paris-1900,SILVER,Austria,France,Summer,1900
paris-1900,SILVER,Belgium,France,Summer,1900
paris-1900,BRONZE,Belgium,France,Summer,1900
paris-1900,SILVER,Belgium,France,Summer,1900
paris-1900,BRONZE,Belgium,France,Summer,1900
paris-1900,SILVER,Belgium,France,Summer,1900
paris-1900,GOLD,Belgium,France,Summer,1900
paris-1900,SILVER,Belgium,France,Summer,1900
paris-1900,GOLD,Belgium,France,Summer,1900
paris-1900,GOLD,Belgium,France,Summer,1900
paris-1900,SILVER,Belgium,France,Summer,1900
paris-1900,BRONZE,Belgium,France,Summer,1900
paris-1900,GOLD,Belgium,France,Summer,1900
paris-1900,BRONZE,Belgium,France,Summer,1900
paris-1900,GOLD,Belgium,France,Summer,1900
paris-1900,SILVER,Belgium,France,Summer,1900
paris-1900,SILVER,Belgium,France,Summer,1900
paris-1900,SILVER,Bohemia,France,Summer,1900
paris-1900,BRONZE,Bohemia,France,Summer,1900
paris-1900,BRONZE,Canada,France,Summer,1900
paris-1900,GOLD,Canada,France,Summer,1900
paris-1900,GOLD,Cuba,France,Summer,1900
paris-1900,SILVER,Cuba,France,Summer,1900
paris-1900,SILVER,Denmark,France,Summer,1900
paris-1900,GOLD,Denmark,France,Summer,1900
paris-1900,SILVER,Denmark,France,Summer,1900
paris-1900,SILVER,Denmark,France,Summer,1900
paris-1900,BRONZE,Denmark,France,Summer,1900
paris-1900,BRONZE,Denmark,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,BRONZE,France,France,Summer,1900
paris-1900,GOLD,France,France,Summer,1900
paris-1900,SILVER,France,France,Summer,1900
paris-1900,SILVER,Germany,France,Summer,1900
paris-1900,SILVER,Germany,France,Summer,1900
paris-1900,GOLD,Germany,France,Summer,1900
paris-1900,SILVER,Germany,France,Summer,1900
paris-1900,GOLD,Germany,France,Summer,1900
paris-1900,BRONZE,Germany,France,Summer,1900
paris-1900,BRONZE,Germany,France,Summer,1900
paris-1900,GOLD,Germany,France,Summer,1900
paris-1900,GOLD,Germany,France,Summer,1900
paris-1900,BRONZE,Hungary,France,Summer,1900
paris-1900,GOLD,Hungary,France,Summer,1900
paris-1900,BRONZE,Hungary,France,Summer,1900
paris-1900,SILVER,Hungary,France,Summer,1900
paris-1900,SILVER,Hungary,France,Summer,1900
paris-1900,SILVER,India,France,Summer,1900
paris-1900,SILVER,India,France,Summer,1900
paris-1900,GOLD,Italy,France,Summer,1900
paris-1900,SILVER,Italy,France,Summer,1900
paris-1900,GOLD,Italy,France,Summer,1900
paris-1900,SILVER,Italy,France,Summer,1900
paris-1900,GOLD,Italy,France,Summer,1900
paris-1900,GOLD,Luxembourg,France,Summer,1900
paris-1900,GOLD,MIX,France,Summer,1900
paris-1900,SILVER,MIX,France,Summer,1900
paris-1900,BRONZE,MIX,France,Summer,1900
paris-1900,GOLD,MIX,France,Summer,1900
paris-1900,BRONZE,MIX,France,Summer,1900
paris-1900,GOLD,MIX,France,Summer,1900
paris-1900,SILVER,MIX,France,Summer,1900
paris-1900,GOLD,MIX,France,Summer,1900
paris-1900,GOLD,MIX,France,Summer,1900
paris-1900,GOLD,MIX,France,Summer,1900
paris-1900,GOLD,MIX,France,Summer,1900
paris-1900,SILVER,MIX,France,Summer,1900
paris-1900,SILVER,MIX,France,Summer,1900
paris-1900,BRONZE,MIX,France,Summer,1900
paris-1900,GOLD,MIX,France,Summer,1900
paris-1900,SILVER,MIX,France,Summer,1900
paris-1900,BRONZE,MIX,France,Summer,1900
paris-1900,BRONZE,Netherlands,France,Summer,1900
paris-1900,SILVER,Netherlands,France,Summer,1900
paris-1900,SILVER,Netherlands,France,Summer,1900
paris-1900,BRONZE,Netherlands,France,Summer,1900
paris-1900,BRONZE,Netherlands,France,Summer,1900
paris-1900,SILVER,Norway,France,Summer,1900
paris-1900,BRONZE,Norway,France,Summer,1900
paris-1900,SILVER,Norway,France,Summer,1900
paris-1900,BRONZE,Norway,France,Summer,1900
paris-1900,BRONZE,Norway,France,Summer,1900
paris-1900,GOLD,Spain,France,Summer,1900
paris-1900,BRONZE,Sweden,France,Summer,1900
paris-1900,GOLD,Switzerland,France,Summer,1900
paris-1900,GOLD,Switzerland,France,Summer,1900
paris-1900,BRONZE,Switzerland,France,Summer,1900
paris-1900,GOLD,Switzerland,France,Summer,1900
paris-1900,GOLD,Switzerland,France,Summer,1900
paris-1900,GOLD,Switzerland,France,Summer,1900
paris-1900,SILVER,Switzerland,France,Summer,1900
paris-1900,GOLD,Switzerland,France,Summer,1900
paris-1900,SILVER,Switzerland,France,Summer,1900
paris-1900,SILVER,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,SILVER,United Kingdom,France,Summer,1900
paris-1900,BRONZE,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,BRONZE,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,SILVER,United Kingdom,France,Summer,1900
paris-1900,SILVER,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,SILVER,United Kingdom,France,Summer,1900
paris-1900,BRONZE,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,BRONZE,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,SILVER,United Kingdom,France,Summer,1900
paris-1900,SILVER,United Kingdom,France,Summer,1900
paris-1900,BRONZE,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,SILVER,United Kingdom,France,Summer,1900
paris-1900,BRONZE,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,BRONZE,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,GOLD,United Kingdom,France,Summer,1900
paris-1900,BRONZE,United Kingdom,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,SILVER,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
paris-1900,GOLD,United States,France,Summer,1900
paris-1900,BRONZE,United States,France,Summer,1900
st-louis-1904,SILVER,Australia,United States,Summer,1904
st-louis-1904,SILVER,Australia,United States,Summer,1904
st-louis-1904,SILVER,Australia,United States,Summer,1904
st-louis-1904,BRONZE,Australia,United States,Summer,1904
st-louis-1904,SILVER,Austria,United States,Summer,1904
st-louis-1904,GOLD,Austria,United States,Summer,1904
st-louis-1904,BRONZE,Austria,United States,Summer,1904
st-louis-1904,GOLD,Canada,United States,Summer,1904
st-louis-1904,GOLD,Canada,United States,Summer,1904
st-louis-1904,SILVER,Canada,United States,Summer,1904
st-louis-1904,GOLD,Canada,United States,Summer,1904
st-louis-1904,GOLD,Canada,United States,Summer,1904
st-louis-1904,BRONZE,Canada,United States,Summer,1904
st-louis-1904,GOLD,Cuba,United States,Summer,1904
st-louis-1904,GOLD,Cuba,United States,Summer,1904
st-louis-1904,GOLD,Cuba,United States,Summer,1904
st-louis-1904,SILVER,France,United States,Summer,1904
st-louis-1904,BRONZE,Germany,United States,Summer,1904
st-louis-1904,SILVER,Germany,United States,Summer,1904
st-louis-1904,BRONZE,Germany,United States,Summer,1904
st-louis-1904,BRONZE,Germany,United States,Summer,1904
st-louis-1904,BRONZE,Germany,United States,Summer,1904
st-louis-1904,SILVER,Germany,United States,Summer,1904
st-louis-1904,SILVER,Germany,United States,Summer,1904
st-louis-1904,GOLD,Germany,United States,Summer,1904
st-louis-1904,SILVER,Germany,United States,Summer,1904
st-louis-1904,GOLD,Germany,United States,Summer,1904
st-louis-1904,SILVER,Germany,United States,Summer,1904
st-louis-1904,BRONZE,Germany,United States,Summer,1904
st-louis-1904,GOLD,Germany,United States,Summer,1904
st-louis-1904,BRONZE,Germany,United States,Summer,1904
st-louis-1904,GOLD,Germany,United States,Summer,1904
st-louis-1904,BRONZE,Greece,United States,Summer,1904
st-louis-1904,GOLD,Greece,United States,Summer,1904
st-louis-1904,GOLD,Hungary,United States,Summer,1904
st-louis-1904,BRONZE,Hungary,United States,Summer,1904
st-louis-1904,SILVER,Hungary,United States,Summer,1904
st-louis-1904,GOLD,Hungary,United States,Summer,1904
st-louis-1904,SILVER,MIX,United States,Summer,1904
st-louis-1904,BRONZE,MIX,United States,Summer,1904
st-louis-1904,GOLD,MIX,United States,Summer,1904
st-louis-1904,GOLD,MIX,United States,Summer,1904
st-louis-1904,GOLD,Norway,United States,Summer,1904
st-louis-1904,GOLD,Norway,United States,Summer,1904
st-louis-1904,BRONZE,Switzerland,United States,Summer,1904
st-louis-1904,GOLD,Switzerland,United States,Summer,1904
st-louis-1904,BRONZE,Switzerland,United States,Summer,1904
st-louis-1904,GOLD,United Kingdom,United States,Summer,1904
st-louis-1904,SILVER,United Kingdom,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,BRONZE,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
st-louis-1904,GOLD,United States,United States,Summer,1904
st-louis-1904,SILVER,United States,United States,Summer,1904
